fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,type
7.4,0.19,0.3,12.8,53,48.5,229.0,9.986,3.14,0.49,white
7.4,0.19,0.3,12.8,53,48.5,212.0,9.986,3.14,0.49,white
6.9,0.32,0.13,7.8,42,11.0,117.0,996,3.23,0.37,white
6.0,0.34,0.24,5.4,0.06,23.0,126.0,9.951,3.25,0.44,white
7.6,0.32,0.58,16.75,0.05,43.0,163.0,9.999,3.15,0.54,white
7.7,0.24,0.31,1.3,47,33.0,106.0,993,3.22,0.55,white
8.0,0.36,0.43,10.1,53,29.0,146.0,9.982,3.4,0.46,white
7.4,0.29,0.25,3.8,44,30.0,114.0,992,3.11,0.4,white
6.6,0.32,0.27,10.9,41,37.0,146.0,9.963,3.24,0.47,white
6.3,0.3,0.24,6.6,0.04,38.0,141.0,995,3.22,0.47,white
6.4,0.33,0.24,9.8,41,29.0,109.0,9.956,3.29,0.47,white
7.5,0.18,0.31,11.7,51,24.0,94.0,997,3.19,0.44,white
6.5,0.39,0.81,1.2,217,14.0,74.0,9.936,03.08,0.53,white
6.8,0.25,0.18,1.4,56,13.0,137.0,9.935,3.11,0.42,white
6.4,0.18,0.32,9.6,52,24.0,90.0,9.963,3.35,0.49,white
7.1,0.18,0.32,12.2,48,36.0,125.0,9.967,2.92,0.54,white
7.6,0.27,0.42,2.6,44,29.0,110.0,9.912,3.31,0.51,white
9.2,0.23,0.35,10.7,37,34.0,145.0,9.981,03.09,0.32,white
7.9,0.28,0.41,4.9,58,31.0,153.0,9.966,3.27,0.51,white
7.1,0.18,0.32,12.2,48,36.0,125.0,9.967,2.92,0.54,white
6.4,0.18,0.32,9.6,52,24.0,90.0,9.963,3.35,0.49,white
6.8,0.25,0.18,1.4,56,13.0,137.0,9.935,3.11,0.42,white
7.0,0.22,0.26,1.1,37,20.0,71.0,9.902,3.1,0.38,white
7.3,0.18,0.29,1.0,36,26.0,101.0,0.99,03.09,0.37,white
7.1,0.26,0.19,8.2,51,53.0,187.0,996,3.16,0.52,white
6.6,0.25,0.42,11.3,49,77.0,231.0,9.966,3.24,0.52,white
6.4,0.24,0.23,7.3,69,31.0,157.0,9.962,3.25,0.53,white
6.0,0.28,0.27,2.3,51,23.0,147.0,994,3.23,0.67,white
7.1,0.26,0.19,8.2,51,53.0,187.0,996,3.16,0.52,white
7.8,0.24,0.38,2.1,58,14.0,167.0,994,3.21,0.55,white
7.6,0.27,0.33,2.0,59,19.0,175.0,9.944,3.22,0.56,white
7.7,0.39,0.34,10.0,56,35.0,178.0,9.974,3.26,0.6,white
8.9,0.24,0.33,15.75,35,16.0,132.0,996,3.0,0.37,white
6.6,0.23,0.24,3.9,45,36.0,138.0,9.922,3.15,0.64,white
7.1,0.26,0.3,2.0,31,13.0,128.0,9.917,3.19,0.49,white
7.0,0.32,0.35,1.5,39,24.0,125.0,9.918,3.17,0.64,white
7.4,0.24,0.26,1.6,58,53.0,150.0,9.936,3.18,0.5,white
6.9,0.21,0.33,1.4,56,35.0,136.0,9.938,3.63,0.78,white
7.0,0.32,0.35,1.5,39,24.0,125.0,9.918,3.17,0.64,white
7.4,0.17,0.29,1.4,47,23.0,107.0,9.939,3.52,0.65,white
7.1,0.26,0.3,2.0,31,13.0,128.0,9.917,3.19,0.49,white
8.5,0.28,0.34,13.8,41,32.0,161.0,9.981,3.13,0.4,white
7.8,0.3,0.37,1.3,51,16.0,96.0,9.941,3.32,0.62,white
8.1,0.25,0.38,3.8,51,18.0,129.0,9.928,3.21,0.38,white
7.7,0.28,0.29,6.9,41,29.0,163.0,9.952,3.44,0.6,white
6.5,0.24,0.36,2.2,27,36.0,134.0,9.898,3.28,0.36,white
7.0,0.22,0.32,1.6,45,40.0,120.0,9.914,2.98,0.44,white
8.5,0.28,0.34,13.8,41,32.0,161.0,9.981,3.13,0.4,white
8.0,0.45,0.28,10.8,51,25.0,157.0,9.957,03.06,0.47,white
6.9,0.23,0.33,12.8,56,44.0,169.0,998,3.42,0.42,white
8.0,0.45,0.28,10.8,51,25.0,157.0,9.957,03.06,0.47,white
7.6,0.23,0.26,15.3,67,32.0,166.0,9.986,03.03,0.44,white
7.7,0.28,0.58,12.1,46,60.0,177.0,9.983,03.08,0.46,white
7.7,0.27,0.61,12.0,46,64.0,179.0,9.982,03.07,0.46,white
7.1,0.2,0.36,11.6,42,45.0,124.0,997,2.92,0.59,white
6.9,0.25,0.35,9.2,34,42.0,150.0,9.947,3.21,0.36,white
7.1,0.2,0.36,11.6,42,45.0,124.0,997,2.92,0.59,white
6.9,0.25,0.35,9.2,34,42.0,150.0,9.947,3.21,0.36,white
8.4,0.2,0.31,2.8,54,16.0,89.0,99.416,2.96,0.45,white
6.5,0.39,0.35,1.6,49,10.0,164.0,99.516,3.35,0.51,white
7.2,0.23,0.38,6.1,67,20.0,90.0,99.496,3.17,0.79,white
6.9,0.44,0.42,8.5,48,10.0,147.0,9.974,3.32,0.46,white
7.1,0.28,0.19,7.8,0.04,48.0,184.0,99.579,3.16,0.5,white
6.4,0.34,0.2,14.9,0.06,37.0,162.0,9.983,3.13,0.45,white
6.1,0.15,0.29,6.2,46,39.0,151.0,99.471,3.6,0.44,white
6.9,0.44,0.42,8.5,48,10.0,147.0,9.974,3.32,0.46,white
7.2,0.29,0.18,8.2,42,41.0,180.0,99.644,3.16,0.49,white
7.1,0.28,0.19,7.8,0.04,48.0,184.0,99.579,3.16,0.5,white
6.1,0.23,0.45,10.6,94,49.0,169.0,99.699,03.05,0.54,white
6.7,0.23,0.42,11.2,47,52.0,171.0,99.758,3.54,0.74,white
7.0,0.36,0.14,11.6,43,35.0,228.0,9.977,3.13,0.51,white
7.5,0.31,0.24,7.1,31,28.0,141.0,99.397,3.16,0.38,white
6.4,0.34,0.2,14.9,0.06,37.0,162.0,9.983,3.13,0.45,white
6.1,0.15,0.29,6.2,46,39.0,151.0,99.471,3.6,0.44,white
7.4,0.2,0.29,1.7,47,16.0,100.0,99.243,3.28,0.45,white
6.3,0.27,0.18,7.7,48,45.0,186.0,9.962,3.23,0.47,white
9.2,0.34,0.54,17.3,0.06,46.0,235.0,100.182,03.08,0.61,white
7.4,0.18,0.29,1.4,42,34.0,101.0,99.384,3.54,0.6,white
7.2,0.29,0.2,7.7,46,51.0,174.0,99.582,3.16,0.52,white
6.3,0.27,0.18,7.7,48,45.0,186.0,9.962,3.23,0.47,white
6.2,0.26,0.19,3.4,49,47.0,172.0,9.924,3.14,0.43,white
7.3,0.21,0.21,1.6,46,35.0,133.0,99.466,3.38,0.46,white
7.1,0.14,0.35,1.4,39,24.0,128.0,99.212,2.97,0.68,white
7.2,0.39,0.54,1.4,157,34.0,132.0,99.449,3.11,0.53,white
7.6,0.48,0.28,10.4,49,57.0,205.0,99.748,3.24,0.45,white
7.2,0.39,0.54,1.4,157,34.0,132.0,99.449,3.11,0.53,white
7.6,0.48,0.28,10.4,49,57.0,205.0,99.748,3.24,0.45,white
6.5,0.36,0.31,4.1,61,20.0,134.0,99.475,3.18,0.45,white
8.5,0.25,0.31,2.8,32,11.0,61.0,99.189,03.06,0.44,white
6.9,0.3,0.21,15.7,56,49.0,159.0,99.827,3.11,0.48,white
6.6,0.19,0.43,10.9,45,53.0,154.0,99.752,3.52,0.77,white
6.9,0.3,0.21,15.7,56,49.0,159.0,99.827,3.11,0.48,white
9.4,0.42,0.32,6.5,27,20.0,167.0,99.479,03.08,0.43,white
6.6,0.19,0.43,10.9,45,53.0,154.0,99.752,3.52,0.77,white
6.3,0.2,0.3,5.9,34,35.0,152.0,99.642,3.47,0.4,white
8.5,0.19,0.56,17.3,55,47.0,169.0,100.047,03.07,0.67,white
7.3,0.19,0.25,1.4,51,41.0,107.0,99.382,3.53,0.66,white
6.7,0.25,0.26,13.5,0.06,50.0,156.0,99.784,3.39,0.46,white
6.2,0.25,0.28,8.5,35,28.0,108.0,99.486,3.4,0.42,white
6.1,0.46,0.32,6.2,53,10.0,94.0,99.537,3.35,0.47,white
7.3,0.19,0.25,1.4,51,41.0,107.0,99.382,3.53,0.66,white
7.5,0.29,0.26,14.95,67,47.0,178.0,99.838,03.04,0.49,white
6.7,0.31,0.18,7.7,43,57.0,200.0,99.566,3.17,0.44,white
7.4,0.14,0.3,1.3,33,25.0,91.0,99.268,3.53,0.39,white
6.7,0.31,0.18,7.7,43,57.0,200.0,99.566,3.17,0.44,white
7.1,0.4,0.52,1.3,148,45.0,149.0,99.468,03.08,0.56,white
6.4,0.16,0.25,1.3,47,20.0,77.0,9.933,3.61,0.54,white
6.3,0.16,0.22,1.3,46,18.0,66.0,99.307,3.61,0.55,white
7.4,0.33,0.26,15.6,49,67.0,210.0,99.907,03.06,0.68,white
7.4,0.33,0.26,15.6,49,67.0,210.0,99.907,03.06,0.68,white
7.4,0.33,0.26,15.6,49,67.0,210.0,99.907,03.06,0.68,white
7.4,0.33,0.26,15.6,49,67.0,210.0,99.907,03.06,0.68,white
6.6,0.41,0.24,4.9,158,47.0,144.0,99.471,3.17,0.49,white
6.7,0.43,0.23,5.0,157,49.0,145.0,99.471,3.17,0.49,white
7.4,0.33,0.26,15.6,49,67.0,210.0,99.907,03.06,0.68,white
7.3,0.4,0.28,6.5,37,26.0,97.0,99.148,3.16,0.58,white
7.4,0.18,0.24,1.4,47,21.0,106.0,99.383,3.52,0.64,white
8.6,0.17,0.28,2.7,47,38.0,150.0,99.365,3.1,0.56,white
6.5,0.32,0.23,1.2,54,39.0,208.0,99.272,3.18,0.46,white
7.3,0.4,0.28,6.5,37,26.0,97.0,99.148,3.16,0.58,white
7.0,0.32,0.31,6.4,31,38.0,115.0,99.235,3.38,0.58,white
7.5,0.42,0.19,6.9,41,62.0,150.0,99.508,3.23,0.37,white
6.9,0.28,0.31,7.2,0.04,47.0,168.0,9.946,3.29,0.57,white
6.5,0.29,0.42,10.6,42,66.0,202.0,99.674,3.24,0.53,white
6.3,0.41,0.18,3.5,27,23.0,109.0,99.018,3.34,0.54,white
7.0,0.32,0.31,6.4,31,38.0,115.0,99.235,3.38,0.58,white
7.3,0.3,0.33,2.3,43,28.0,125.0,99.084,3.34,0.44,white
6.6,0.22,0.28,12.05,58,25.0,125.0,99.856,3.45,0.45,white
6.0,0.26,0.18,7.0,55,50.0,194.0,99.591,3.21,0.43,white
6.9,0.44,0.18,11.8,51,26.0,126.0,9.975,3.23,0.48,white
7.5,0.42,0.2,1.4,0.06,15.0,168.0,9.944,03.06,0.4,white
7.0,0.36,0.3,5.0,0.04,40.0,143.0,99.173,3.33,0.42,white
5.6,295,0.2,2.2,49,18.0,134.0,99.378,3.21,0.68,white
6.8,0.21,0.55,14.6,53,34.0,159.0,99.805,2.93,0.44,white
9.4,0.28,0.3,1.6,45,36.0,139.0,99.534,3.11,0.49,white
8.1,0.28,0.34,1.3,35,11.0,126.0,99.232,3.14,0.5,white
6.8,0.21,0.55,14.6,53,34.0,159.0,99.805,2.93,0.44,white
7.0,0.22,0.26,2.8,36,44.0,132.0,99.078,3.34,0.41,white
9.4,0.28,0.3,1.6,45,36.0,139.0,99.534,3.11,0.49,white
6.8,0.32,0.3,3.3,29,15.0,80.0,99.061,3.33,0.63,white
7.0,0.19,0.33,6.3,32,42.0,127.0,99.182,3.31,0.38,white
7.7,0.42,0.38,8.1,61,49.0,144.0,9.966,3.4,0.58,white
7.4,0.2,0.31,1.6,38,34.0,116.0,9.912,3.25,0.39,white
7.5,0.24,0.62,10.6,45,51.0,153.0,99.779,3.16,0.44,white
7.5,0.26,0.59,11.8,46,58.0,164.0,99.814,3.17,0.46,white
6.6,0.4,0.32,1.7,35,39.0,84.0,99.096,3.59,0.48,white
8.0,0.2,0.3,8.1,37,42.0,130.0,99.379,3.1,0.67,white
4.6,445,0.0,1.4,53,11.0,178.0,99.426,3.79,0.55,white
6.1,0.41,0.04,1.3,36,23.0,121.0,99.228,3.24,0.61,white
7.6,0.2,0.34,1.8,41,42.0,148.0,99.335,3.35,0.66,white
6.9,0.3,0.21,7.2,45,54.0,190.0,99.595,3.22,0.48,white
7.0,0.35,0.17,1.1,49,7.0,119.0,99.297,3.13,0.36,white
6.9,0.35,0.55,11.95,38,22.0,111.0,99.687,3.11,0.29,white
7.0,0.35,0.17,1.1,49,7.0,119.0,99.297,3.13,0.36,white
6.9,0.35,0.55,11.95,38,22.0,111.0,99.687,3.11,0.29,white
7.6,0.3,0.4,2.2,54,29.0,175.0,99.445,3.19,0.53,white
7.5,0.38,0.29,12.7,0.05,25.0,209.0,9.986,3.25,0.59,white
7.5,0.3,0.32,1.4,32,31.0,161.0,99.154,2.95,0.42,white
6.3,0.4,0.32,10.6,49,38.0,209.0,9.981,3.47,0.59,white
6.8,0.37,0.28,1.9,24,64.0,106.0,98.993,3.45,0.6,white
7.5,0.23,0.35,17.8,58,128.0,212.0,100.241,3.44,0.43,white
8.3,0.27,0.34,10.2,48,50.0,118.0,99.716,3.18,0.51,white
6.8,0.26,0.22,4.8,41,110.0,198.0,99.437,3.29,0.67,white
6.5,0.28,0.35,9.8,67,61.0,180.0,9.972,3.15,0.57,white
7.2,0.34,0.3,8.4,51,40.0,167.0,99.756,3.48,0.62,white
7.0,0.23,0.26,7.2,41,21.0,90.0,99.509,3.22,0.55,white
7.7,0.29,0.29,4.8,0.06,27.0,156.0,99.572,3.49,0.59,white
7.2,0.34,0.3,8.4,51,40.0,167.0,99.756,3.48,0.62,white
7.7,0.4,0.27,4.5,34,27.0,95.0,99.175,3.21,0.59,white
6.7,0.17,0.27,1.4,32,39.0,149.0,99.254,3.4,0.52,white
7.0,0.23,0.26,7.2,41,21.0,90.0,99.509,3.22,0.55,white
8.1,0.24,0.26,11.0,43,41.0,211.0,99.676,3.11,0.49,white
7.7,0.28,0.63,11.1,39,58.0,179.0,9.979,03.08,0.44,white
7.5,0.23,0.29,2.6,31,24.0,98.0,99.194,3.0,0.54,white
8.3,0.26,0.31,2.0,29,14.0,141.0,99.077,2.95,0.77,white
7.9,0.46,0.4,10.1,168,19.0,184.0,99.782,03.06,0.62,white
7.9,0.31,0.22,13.3,48,46.0,212.0,99.942,3.47,0.59,white
7.9,0.25,0.34,11.4,0.04,53.0,202.0,99.708,3.11,0.57,white
6.1,0.28,0.16,1.3,0.06,36.0,126.0,99.353,3.13,0.46,white
7.0,0.18,0.26,1.4,44,46.0,89.0,99.256,3.39,0.48,white
6.5,0.21,0.28,1.4,46,26.0,66.0,99.199,3.43,0.48,white
7.6,0.48,0.33,7.0,24,14.0,130.0,9.918,3.25,0.45,white
7.1,0.34,0.32,2.0,51,29.0,130.0,99.354,3.3,0.5,white
8.9,0.21,0.37,1.2,28,20.0,93.0,99.244,3.2,0.37,white
7.4,0.32,0.27,12.9,0.04,60.0,221.0,99.831,03.05,0.66,white
6.0,495,0.27,5.0,157,17.0,129.0,99.396,03.03,0.36,white
8.1,0.25,0.34,10.1,0.05,30.0,121.0,99.724,3.17,0.49,white
8.2,0.25,0.46,3.75,0.05,14.0,102.0,99.524,3.28,0.58,white
6.5,0.18,0.29,1.7,35,39.0,144.0,9.927,3.49,0.5,white
6.7,0.24,0.26,12.6,53,44.0,182.0,99.802,3.42,0.42,white
6.6,0.32,0.24,1.3,0.06,42.5,204.0,99.512,3.59,0.51,white
7.6,0.32,0.35,1.6,92,24.0,138.0,99.438,3.19,0.44,white
7.4,0.33,0.44,7.6,0.05,40.0,227.0,99.679,3.12,0.52,white
7.2,0.3,0.3,8.1,0.05,40.0,188.0,99.652,3.15,0.49,white
7.4,0.34,0.3,14.9,37,70.0,169.0,99.698,3.25,0.37,white
6.1,0.16,0.29,6.0,0.03,29.0,144.0,99.474,3.68,0.46,white
6.3,0.1,0.24,6.0,39,25.0,107.0,99.511,3.59,0.49,white
6.2,0.45,0.73,7.2,99,47.0,202.0,99.582,3.21,0.43,white
6.0,0.33,0.18,3.0,36,5.0,85.0,99.125,3.28,0.4,white
7.6,0.48,0.37,1.2,34,5.0,57.0,99.256,03.05,0.54,white
7.2,0.2,0.3,2.0,39,43.0,188.0,9.911,3.3,0.41,white
7.0,0.32,0.29,4.9,36,41.0,150.0,99.168,3.38,0.43,white
7.2,0.2,0.3,2.0,39,43.0,188.0,9.911,3.3,0.41,white
7.0,0.22,0.29,8.9,0.05,24.0,90.0,99.556,3.29,0.46,white
9.4,0.23,0.56,16.45,63,52.5,282.0,100.098,3.1,0.51,white
6.4,0.27,0.19,2.0,84,21.0,191.0,99.516,3.49,0.63,white
6.4,0.27,0.19,1.9,85,21.0,196.0,99.516,3.49,0.64,white
7.0,0.23,0.42,5.1,42,37.0,144.0,99.518,3.5,0.59,white
6.9,0.15,0.28,4.4,29,14.0,107.0,99.347,3.24,0.46,white
6.7,0.26,0.29,5.8,25,26.0,74.0,9.929,3.28,0.53,white
6.9,0.15,0.28,4.4,29,14.0,107.0,99.347,3.24,0.46,white
7.6,0.2,0.68,12.9,42,56.0,160.0,99.841,03.05,0.41,white
6.9,0.3,0.29,1.3,53,24.0,189.0,99.362,3.29,0.54,white
6.9,0.3,0.3,1.3,53,24.0,186.0,99.361,3.29,0.54,white
7.6,0.21,0.35,1.2,41,7.0,106.0,9.914,03.06,0.45,white
6.8,0.46,0.26,2.7,42,28.0,83.0,99.114,3.38,0.51,white
7.0,0.28,0.26,1.7,42,34.0,130.0,9.925,3.43,0.5,white
6.5,0.24,0.29,8.2,43,32.0,156.0,99.453,3.13,0.7,white
6.4,0.17,0.34,1.5,91,42.0,135.0,9.938,3.25,0.49,white
6.4,0.17,0.34,1.5,93,43.0,136.0,9.938,3.25,0.49,white
6.3,695,0.55,12.9,56,58.0,252.0,99.806,3.29,0.49,white
7.0,0.27,0.29,3.9,59,28.0,199.0,9.961,3.54,0.59,white
8.4,0.3,0.25,17.75,47,25.0,218.0,100.016,2.98,0.66,white
6.5,0.19,0.27,4.9,37,13.0,101.0,9.916,3.17,0.41,white
8.0,0.36,0.39,1.6,24,26.0,93.0,99.116,3.15,0.49,white
6.1,0.16,0.24,1.4,46,17.0,77.0,99.319,3.66,0.57,white
9.2,0.19,0.42,2.0,47,16.0,104.0,99.517,03.09,0.66,white
9.2,0.16,0.49,2.0,44,18.0,107.0,99.514,3.1,0.53,white
8.0,0.26,0.28,8.2,38,72.0,202.0,99.566,3.12,0.56,white
8.8,0.33,0.36,2.1,34,19.0,125.0,99.166,2.96,0.98,white
9.8,0.16,0.46,1.8,46,23.0,130.0,99.587,03.04,0.67,white
6.6,0.23,0.18,8.5,44,59.0,188.0,99.558,3.16,0.49,white
7.9,0.44,0.26,4.45,33,23.0,100.0,99.117,3.17,0.52,white
7.6,0.31,0.27,5.8,36,23.0,109.0,99.399,3.34,0.54,white
7.5,705,0.1,13.0,44,44.0,214.0,99.741,3.1,0.5,white
7.1,0.21,0.28,2.7,34,23.0,111.0,99.405,3.35,0.64,white
7.0,0.16,0.26,7.3,47,30.0,220.0,99.622,3.38,0.58,white
8.0,0.27,0.25,19.1,45,50.0,208.0,100.051,03.05,0.5,white
6.3,0.38,0.17,8.8,0.08,50.0,212.0,99.803,3.47,0.66,white
7.1,0.21,0.28,2.7,34,23.0,111.0,99.405,3.35,0.64,white
6.2,0.38,0.18,7.4,95,28.0,195.0,99.773,3.53,0.71,white
8.2,0.24,0.3,2.3,0.05,23.0,106.0,99.397,2.98,0.5,white
7.0,0.16,0.26,6.85,47,30.0,220.0,99.622,3.38,0.58,white
7.3,815,0.09,11.4,44,45.0,204.0,99.713,3.15,0.46,white
6.3,0.41,0.16,0.9,32,25.0,98.0,99.274,3.16,0.42,white
6.1,0.36,0.41,19.35,0.07,67.0,207.0,100.118,3.39,0.53,white
8.1,0.4,0.32,7.9,31,23.0,118.0,99.176,03.05,0.46,white
6.8,0.26,0.43,11.75,45,53.0,198.0,9.969,3.26,0.55,white
6.2,0.44,0.18,7.7,96,28.0,210.0,99.771,3.56,0.72,white
7.2,0.24,0.29,3.0,36,17.0,117.0,99.411,3.36,0.68,white
6.2,0.44,0.18,7.7,96,28.0,210.0,99.771,3.56,0.72,white
7.2,0.24,0.29,3.0,36,17.0,117.0,99.411,3.36,0.68,white
7.3,0.22,0.26,1.5,0.04,32.0,172.0,99.194,3.27,0.48,white
8.1,0.34,0.28,7.5,0.04,70.0,230.0,99.558,3.14,0.55,white
7.3,0.22,0.26,1.5,0.04,32.0,172.0,99.194,3.27,0.48,white
8.1,0.34,0.28,7.5,0.04,70.0,230.0,99.558,3.14,0.55,white
6.4,0.28,0.17,8.3,42,61.0,195.0,99.577,3.22,0.46,white
6.3,0.29,0.14,07.05,45,50.0,177.0,99.564,3.23,0.42,white
6.4,0.27,0.17,8.4,44,60.0,198.0,99.578,3.21,0.47,white
7.4,0.35,0.2,13.9,54,63.0,229.0,99.888,3.11,0.5,white
8.3,0.28,0.27,17.5,45,48.0,253.0,100.014,03.02,0.56,white
6.4,0.35,0.35,5.6,34,9.0,148.0,99.441,3.17,0.5,white
6.9,0.43,0.28,9.4,56,29.0,183.0,99.594,3.17,0.43,white
8.0,0.26,0.28,4.8,0.05,34.0,150.0,99.437,3.13,0.5,white
6.9,0.43,0.28,9.4,56,29.0,183.0,99.594,3.17,0.43,white
7.3,0.27,0.37,9.7,42,36.0,130.0,9.979,3.48,0.75,white
6.8,0.46,0.26,6.3,147,49.0,159.0,99.434,3.14,0.47,white
7.2,0.2,0.28,1.6,28,13.0,168.0,99.203,3.17,01.06,white
7.6,285,0.32,14.6,63,32.0,201.0,998,3.0,0.45,white
6.6,0.32,0.33,2.5,52,40.0,219.5,99.316,3.15,0.6,white
7.6,285,0.32,14.6,63,32.0,201.0,998,3.0,0.45,white
6.6,0.34,0.34,2.6,51,40.5,210.0,99.314,3.15,0.61,white
6.6,0.32,0.33,2.5,52,40.0,210.0,99.316,3.15,0.6,white
6.5,0.27,0.26,8.2,42,21.0,133.0,99.612,3.43,0.64,white
6.6,0.26,0.27,1.5,0.04,19.0,114.0,99.295,3.36,0.62,white
6.7,0.27,0.26,2.3,43,61.0,181.0,99.394,3.45,0.63,white
6.6,0.56,0.15,10.0,37,38.0,157.0,99.642,3.28,0.52,white
6.6,0.56,0.15,10.0,37,38.0,157.0,99.642,3.28,0.52,white
7.3,0.19,0.27,1.6,27,35.0,136.0,99.248,3.38,0.54,white
6.3,0.2,0.26,1.6,27,36.0,141.0,99.268,3.53,0.56,white
7.1,0.29,0.3,16.0,36,58.0,201.0,99.954,3.3,0.67,white
7.8,0.32,0.33,10.4,31,47.0,194.0,99.692,03.07,0.58,white
8.1,0.33,0.36,7.4,37,36.0,156.0,99.592,3.19,0.54,white
8.1,0.33,0.36,7.4,37,36.0,156.0,99.592,3.19,0.54,white
7.8,0.32,0.33,10.4,31,47.0,194.0,99.692,03.07,0.58,white
6.6,0.33,0.24,16.05,45,31.0,147.0,99.822,03.08,0.52,white
6.6,0.33,0.24,16.05,45,31.0,147.0,99.822,03.08,0.52,white
8.2,0.26,0.33,2.6,53,11.0,71.0,99.402,2.89,0.49,white
8.3,0.25,0.33,2.5,53,12.0,72.0,99.404,2.89,0.48,white
7.0,0.26,0.26,10.8,39,37.0,184.0,99.787,3.47,0.58,white
6.0,0.26,0.15,1.2,53,35.0,124.0,99.347,03.08,0.46,white
7.5,0.28,0.78,12.1,41,53.0,161.0,99.838,2.98,0.44,white
7.5,0.27,0.79,11.95,0.04,51.0,159.0,99.839,2.98,0.44,white
7.0,0.28,0.32,1.7,38,27.0,128.0,99.375,3.2,0.62,white
5.2,0.16,0.34,0.8,29,26.0,77.0,99.155,3.25,0.51,white
6.8,0.34,0.1,1.4,49,29.0,118.0,9.936,3.21,0.41,white
7.6,0.25,0.34,1.3,56,34.0,176.0,99.434,3.1,0.51,white
5.6,0.35,0.4,6.3,22,23.0,174.0,9.922,3.54,0.5,white
8.8,0.24,0.23,10.3,32,12.0,97.0,99.571,3.13,0.4,white
6.0,0.29,0.21,15.55,43,20.0,142.0,99.658,3.11,0.54,white
6.1,0.27,0.31,1.5,35,17.0,83.0,99.076,3.32,0.44,white
7.4,0.56,0.09,1.5,71,19.0,117.0,99.496,3.22,0.53,white
6.8,0.29,0.49,1.4,142,52.0,148.0,9.937,03.08,0.49,white
6.1,0.27,0.31,1.5,35,17.0,83.0,99.076,3.32,0.44,white
6.3,0.27,0.37,7.9,47,58.0,215.0,99.542,3.19,0.48,white
6.6,0.24,0.3,13.0,52,18.0,143.0,99.825,3.37,0.49,white
6.8,0.32,0.3,1.0,49,22.0,113.0,99.289,3.24,0.61,white
6.4,0.37,0.37,4.85,41,39.5,216.5,99.432,3.1,0.5,white
6.2,0.26,0.37,7.1,47,54.0,201.0,99.523,3.19,0.48,white
6.3,0.27,0.37,7.9,47,58.0,215.0,99.542,3.19,0.48,white
6.4,0.3,0.16,7.5,0.05,55.0,191.0,9.959,3.17,0.49,white
8.0,0.28,0.32,7.6,45,61.0,204.0,99.543,3.1,0.55,white
6.7,0.24,0.32,10.3,79,37.0,122.0,99.662,03.02,0.45,white
7.9,0.27,0.27,1.7,34,25.0,122.0,99.088,2.97,0.51,white
7.9,0.27,0.27,1.7,34,25.0,122.0,99.088,2.97,0.51,white
6.1,0.28,0.24,19.95,74,32.0,174.0,99.922,3.19,0.44,white
7.7,0.39,0.49,7.7,36,11.0,110.0,9.966,3.33,0.76,white
6.0,0.2,0.24,5.3,75,49.0,201.0,99.466,3.21,0.43,white
6.1,0.28,0.24,19.95,74,32.0,174.0,99.922,3.19,0.44,white
7.6,0.31,0.23,12.7,54,20.0,139.0,99.836,3.16,0.5,white
7.6,0.31,0.23,12.7,54,20.0,139.0,99.836,3.16,0.5,white
6.3,0.18,0.22,1.5,43,45.0,155.0,99.238,3.19,0.48,white
8.6,0.23,0.25,11.3,31,13.0,96.0,99.645,3.11,0.4,white
6.8,0.21,0.36,18.1,46,32.0,133.0,1.0,3.27,0.48,white
6.8,0.21,0.36,18.1,46,32.0,133.0,1.0,3.27,0.48,white
6.9,0.26,0.31,7.0,39,37.0,175.0,99.376,3.32,0.49,white
6.8,0.21,0.36,18.1,46,32.0,133.0,1.0,3.27,0.48,white
6.4,0.31,0.4,6.4,39,39.0,191.0,99.513,3.14,0.52,white
8.6,0.34,0.36,1.4,45,11.0,119.0,99.556,3.17,0.47,white
8.6,0.34,0.36,1.4,45,11.0,119.0,99.556,3.17,0.47,white
8.5,0.3,0.28,3.1,54,54.0,174.0,99.543,3.21,0.43,white
7.4,0.4,0.41,14.1,53,37.0,194.0,99.886,3.2,0.63,white
6.6,0.32,0.34,7.7,44,63.0,212.0,99.526,3.22,0.48,white
7.1,0.34,0.31,5.2,32,36.0,140.0,99.166,3.35,0.47,white
6.6,0.26,0.25,11.6,45,45.0,178.0,99.691,3.33,0.43,white
8.0,0.27,0.57,10.4,53,18.0,134.0,99.732,3.12,0.68,white
6.2,0.28,0.45,7.5,45,46.0,203.0,99.573,3.26,0.46,white
6.2,0.3,0.49,11.2,58,68.0,215.0,99.656,3.19,0.6,white
5.6,175,0.29,0.8,43,20.0,67.0,99.112,3.28,0.48,white
6.9,0.34,0.36,1.4,32,13.0,145.0,99.214,03.07,0.52,white
6.9,0.34,0.3,4.7,29,34.0,148.0,99.165,3.36,0.49,white
7.1,0.12,0.3,3.1,18,15.0,37.0,99.004,03.02,0.52,white
7.1,0.32,0.29,4.0,38,33.0,170.0,99.463,3.27,0.64,white
7.3,0.51,0.29,11.3,34,61.0,224.0,99.683,3.14,0.56,white
7.1,0.12,0.3,3.1,18,15.0,37.0,99.004,03.02,0.52,white
6.3,0.24,0.55,8.1,0.04,67.0,216.0,99.596,3.24,0.5,white
7.5,0.41,0.23,14.8,54,28.0,174.0,99.898,3.18,0.49,white
